gas/parking/toll spending ,taxi spending ,public transportation spending ,cafs/restaurants spending ,fastfood spending ,food spending ,recreation spending ,fashion/beauty/jewelry spending ,medical spending ,cultural spending ,travel spending ,
Percentage of gas/parking/toll spending of areaÕs residents,Percentage of taxi spending of areaÕs residents,Percentage of public transportation spending of areaÕs residents,Percentage of cafs/restaurants spending of areaÕs residents, Percentage of fastfood spending of areaÕs residents,Percentage of food spending of areaÕs residents,Percentage of recreation spending of areaÕs residents,Percentage of fashion/beauty/jewelry spending of areaÕs residents,Percentage of medical spending of areaÕs residents,Percentage of cultural spending of areaÕs residents,Percentage of travel spending of areaÕs residents,
